"","Camera.ID","Date","Species","Number"
"601","85A","11/11/2022","Gray Squirrel",1
"602","85A","11/11/2022","Raccoon",1
"603","85A","11/12/2022","White-tailed Deer",1
"604","85A","11/13/2022","Raccoon",1
"605","85A","11/13/2022","Raccoon",1
"606","85A","11/13/2022","Raccoon",1
"607","85A","11/13/2022","White-tailed Deer",1
"608","85A","11/13/2022","Raccoon",1
"609","85A","11/14/2022","Gray Squirrel",1
"610","85A","11/14/2022","Raccoon",1
"611","85A","11/15/2022","Raccoon",1
"612","85A","11/16/2022","Gray Squirrel",1
"613","85A","11/17/2022","Gray Squirrel",1
"614","85A","11/18/2022","Raccoon",1
"615","85A","11/18/2022","White-tailed Deer",1
"616","85A","11/18/2022","Gray Squirrel",1
"617","85A","11/18/2022","Gray Squirrel",1
"618","85A","11/18/2022","Gray Squirrel",1
"619","85A","11/18/2022","Dog",1
"620","85A","11/19/2022","Raccoon",1
"621","85A","11/19/2022","Unknown",1
"622","85A","11/19/2022","Armadillo",1
"623","85A","11/20/2022","Gray Squirrel",1
"624","85A","11/20/2022","Raccoon",1
"625","85A","11/21/2022","Raccoon",1
"626","85A","11/21/2022","Gray Squirrel",1
"627","85A","11/21/2022","Raccoon",1
"628","85A","11/22/2022","Raccoon",1
"629","85A","11/22/2022","Raccoon",1
"630","85A","11/22/2022","Raccoon",1
"631","85A","11/22/2022","Gray Squirrel",1
"632","85A","11/22/2022","Gray Squirrel",1
"633","85A","11/22/2022","Gray Squirrel",1
"634","85A","11/22/2022","Gray Squirrel",1
"635","85A","11/22/2022","Gray Squirrel",1
"636","85A","11/22/2022","Raccoon",1
"637","85A","11/22/2022","Raccoon",1
"638","85A","11/23/2022","Gray Squirrel",1
"639","85A","11/24/2022","Raccoon",1
"640","85A","11/24/2022","Raccoon",1
"641","85A","11/24/2022","Gray Squirrel",1
"642","85A","11/24/2022","Gray Squirrel",1
"643","85A","11/24/2022","Gray Squirrel",1
"644","85A","11/25/2022","Gray Squirrel",1
"645","85A","11/25/2022","Gray Squirrel",1
"646","85A","11/25/2022","Raccoon",1
"647","85A","11/25/2022","Raccoon",1
"648","85A","11/26/2022","Armadillo",1
"649","85A","11/26/2022","Gray Squirrel",1
"650","85A","11/26/2022","Coyote",1
"651","85A","11/26/2022","Gray Squirrel",1
"652","85A","11/27/2022","Armadillo",1
"653","85A","11/27/2022","Gray Squirrel",1
"654","85A","11/28/2022","Armadillo",1
"655","85A","11/28/2022","Raccoon",1
"656","85A","11/28/2022","Gray Squirrel",1
"657","85A","11/29/2022","Cottontail",1
"658","85A","11/29/2022","Raccoon",1
"659","85A","11/29/2022","Raccoon",1
"660","85A","11/30/2022","Raccoon",1
"661","85A","11/30/2022","Coyote",1
"662","85A","11/30/2022","Gray Squirrel",1
"663","85A","12/1/2022","Raccoon",1
"664","85A","12/1/2022","Gray Squirrel",1
"665","85A","12/1/2022","Gray Squirrel",1
"666","85A","12/1/2022","Cottontail",1
"667","85A","12/1/2022","Armadillo",1
"668","85A","12/2/2022","Raccoon",1
"669","85A","12/3/2022","Gray Squirrel",1
"670","85A","12/3/2022","Gray Squirrel",1
"671","85A","12/3/2022","Gray Squirrel",1
"672","85A","12/4/2022","Gray Squirrel",1
"673","85A","12/4/2022","Gray Squirrel",1
"674","85A","12/5/2022","Raccoon",1
"675","85A","12/5/2022","Gray Squirrel",1
"676","85A","12/5/2022","Dog",1
"677","85A","12/6/2022","Raccoon",1
"678","85A","12/7/2022","Gray Squirrel",1
"679","85A","12/8/2022","White-tailed Deer",1
"680","85A","12/8/2022","White-tailed Deer",1
"681","85A","12/9/2022","Gray Squirrel",1
"682","85A","12/9/2022","Gray Squirrel",1
"683","85A","12/10/2022","Armadillo",1
"684","85A","12/11/2022","Gray Squirrel",1
"685","85A","12/12/2022","Gray Squirrel",1
"686","85A","12/12/2022","Raccoon",1
"687","85A","12/13/2022","Raccoon",1
"688","85A","12/14/2022","Cottontail",1
"689","85A","12/14/2022","Raccoon",1
"690","88A","10/31/2022","White-tailed Deer",1
"691","88A","10/31/2022","Raccoon",1
"692","88A","11/1/2022","Gray Squirrel",1
"693","88A","11/2/2022","Wild Hog",1
"694","88A","11/3/2022","Armadillo",1
"695","88A","11/3/2022","White-tailed Deer",1
"696","88A","11/3/2022","White-tailed Deer",1
"697","88A","11/4/2022","White-tailed Deer",1
"698","88A","11/6/2022","Gray Squirrel",1
"699","88A","11/7/2022","White-tailed Deer",1
"700","88A","11/7/2022","White-tailed Deer",1
"701","88A","11/7/2022","Gray Squirrel",1
"702","88A","11/12/2022","Gray Squirrel",1
"703","88A","11/16/2022","Gray Squirrel",1
"704","88A","11/20/2022","Gray Squirrel",1
"705","88A","11/20/2022","Gray Squirrel",1
"706","88A","11/21/2022","Gray Squirrel",1
"707","88A","11/23/2022","White-tailed Deer",1
"708","88A","11/23/2022","Gray Squirrel",1
"709","88A","11/25/2022","Gray Squirrel",1
"710","88A","11/25/2022","Gray Squirrel",1
"711","88A","11/25/2022","Gray Squirrel",1
"712","88A","11/27/2022","White-tailed Deer",1
"713","88A","12/1/2022","White-tailed Deer",1
"714","88A","12/1/2022","Gray Squirrel",1
"715","88A","12/1/2022","Gray Squirrel",1
"716","88A","12/2/2022","White-tailed Deer",1
"717","88A","12/3/2022","Gray Squirrel",1
"718","88A","12/4/2022","Coyote",1
"719","88A","12/4/2022","White-tailed Deer",1
"720","88A","12/5/2022","Wild Hog",1
"721","88A","12/5/2022","Wild Hog",1
"722","88A","12/5/2022","Wild Hog",1
"723","88A","12/5/2022","Wild Hog",1
"724","88A","12/6/2022","Gray Squirrel",1
"725","88A","12/12/2022","Gray Squirrel",1
"726","88A","12/13/2022","Bird",1
"727","8A","10/31/2022","Gray Squirrel",1
"728","8A","10/31/2022","Gray Squirrel",1
"729","8A","11/1/2022","White-tailed Deer",1
"730","8A","11/3/2022","White-tailed Deer",1
"731","8A","11/3/2022","White-tailed Deer",1
"732","8A","11/4/2022","White-tailed Deer",1
"733","8A","11/4/2022","White-tailed Deer",1
"734","8A","11/4/2022","White-tailed Deer",1
"735","8A","11/6/2022","White-tailed Deer",1
"736","8A","11/6/2022","White-tailed Deer",1
"737","8A","11/9/2022","Coyote",1
"738","8A","11/9/2022","Coyote",1
"739","8A","11/9/2022","Gray Squirrel",1
"740","8A","11/9/2022","Gray Squirrel",1
"741","8A","11/9/2022","Gray Squirrel",1
"742","8A","11/10/2022","White-tailed Deer",1
"743","8A","11/10/2022","White-tailed Deer",1
"744","8A","11/11/2022","Armadillo",1
"745","8A","11/11/2022","Wild Hog",1
"746","8A","11/15/2022","White-tailed Deer",1
"747","8A","11/16/2022","Gray Squirrel",1
"748","8A","11/20/2022","Gray Squirrel",1
"749","8A","11/21/2022","Gray Squirrel",1
"750","8A","11/24/2022","Gray Squirrel",1
"751","8A","11/24/2022","White-tailed Deer",1
"752","8A","11/24/2022","Armadillo",1
"753","8A","11/27/2022","Gray Squirrel",1
"754","8A","11/27/2022","White-tailed Deer",1
"755","8A","11/27/2022","Cottontail",1
"756","8A","11/28/2022","White-tailed Deer",1
"757","8A","11/28/2022","White-tailed Deer",1
"758","8A","11/29/2022","White-tailed Deer",1
"759","8A","11/29/2022","White-tailed Deer",1
"760","8A","11/29/2022","White-tailed Deer",1
"761","8A","11/30/2022","Wild Hog",1
"762","8A","12/2/2022","Armadillo",1
"763","8A","12/3/2022","Gray Squirrel",1
"764","8A","12/3/2022","Gray Squirrel",1
"765","8A","12/6/2022","Gray Squirrel",1
"766","8A","12/7/2022","White-tailed Deer",1
"767","8A","12/7/2022","White-tailed Deer",1
"768","8A","12/8/2022","White-tailed Deer",1
"769","8A","12/8/2022","White-tailed Deer",1
"770","8A","12/8/2022","White-tailed Deer",1
"771","8A","12/8/2022","White-tailed Deer",1
"772","8A","12/10/2022","White-tailed Deer",1
"773","8A","12/10/2022","White-tailed Deer",1
"774","8A","12/10/2022","White-tailed Deer",1
"775","8A","12/12/2022","White-tailed Deer",1
"776","8A","12/13/2022","White-tailed Deer",1
"777","90A","11/3/2022","White-tailed Deer",1
"778","90A","11/26/2022","White-tailed Deer",1
"779","90A","12/8/2022","White-tailed Deer",1
"780","92A","10/30/2022","White-tailed Deer",1
"781","92A","11/1/2022","White-tailed Deer",1
"782","92A","11/2/2022","White-tailed Deer",1
"783","92A","11/3/2022","White-tailed Deer",1
"784","92A","11/3/2022","White-tailed Deer",1
"785","92A","11/6/2022","Raccoon",1
"786","92A","11/11/2022","Bird",3
"787","92A","11/12/2022","Grey Fox",1
"788","92A","11/13/2022","Grey Fox",1
"789","92A","11/16/2022","Gray Squirrel",1
"790","92A","11/17/2022","Raccoon",1
"791","92A","11/18/2022","White-tailed Deer",1
"792","92A","11/19/2022","Grey Fox",1
"793","92A","11/20/2022","Gray Squirrel",1
"794","92A","11/23/2022","White-tailed Deer",1
"795","92A","11/25/2022","Gray Squirrel",1
"796","92A","11/25/2022","Grey Fox",1
"797","92A","11/26/2022","Coyote",1
"798","92A","11/28/2022","White-tailed Deer",1
"799","92A","11/29/2022","Gray Squirrel",1
"800","92A","11/30/2022","Gray Squirrel",1
"801","92A","12/1/2022","Raccoon",1
"802","92A","12/2/2022","Grey Fox",1
"803","92A","12/3/2022","White-tailed Deer",1
"804","92A","12/3/2022","Gray Squirrel",1
"805","92A","12/6/2022","Gray Squirrel",1
"806","92A","12/6/2022","Coyote",1
"807","92A","12/6/2022","White-tailed Deer",1
"808","92A","12/9/2022","White-tailed Deer",1
"809","92A","12/10/2022","White-tailed Deer",1
"810","92A","12/10/2022","White-tailed Deer",1
"811","92A","12/11/2022","White-tailed Deer",1
"812","92A","12/13/2022","Grey Fox",1
"813","15B","12/15/2022","Armadillo",1
"814","15B","12/15/2022","Armadillo",1
"815","15B","12/16/2022","White-tailed Deer",1
"816","15B","12/18/2022","Gray Squirrel",1
"817","15B","12/18/2022","Gray Squirrel",1
"818","15B","12/18/2022","Gray Squirrel",1
"819","15B","12/18/2022","Gray Squirrel",1
"820","15B","12/18/2022","White-tailed Deer",1
"821","15B","12/19/2022","Gray Squirrel",1
"822","15B","12/21/2022","Gray Squirrel",1
"823","15B","12/21/2022","Gray Squirrel",1
"824","15B","12/24/2022","Gray Squirrel",1
"825","15B","12/24/2022","Gray Squirrel",1
"826","15B","12/24/2022","Gray Squirrel",1
"827","15B","12/25/2022","Gray Squirrel",1
"828","15B","12/25/2022","Gray Squirrel",1
"829","15B","12/25/2022","Gray Squirrel",1
"830","15B","12/25/2022","Gray Squirrel",1
"831","15B","12/26/2022","Gray Squirrel",1
"832","15B","12/26/2022","Gray Squirrel",1
"833","15B","12/26/2022","Gray Squirrel",1
"834","15B","12/27/2022","Bobcat",1
"835","15B","12/29/2022","White-tailed Deer",1
"836","15B","12/31/2022","Coyote",1
"837","15B","1/3/2023","Gray Squirrel",1
"838","15B","1/3/2023","Gray Squirrel",1
"839","15B","1/3/2023","Gray Squirrel",1
"840","15B","1/3/2023","Gray Squirrel",1
"841","15B","1/4/2023","Gray Squirrel",1
"842","15B","1/4/2023","Gray Squirrel",1
"843","15B","1/4/2023","Gray Squirrel",1
"844","15B","1/4/2023","Gray Squirrel",1
"845","15B","1/4/2023","Gray Squirrel",1
"846","15B","1/4/2023","Gray Squirrel",1
"847","15B","1/6/2023","Gray Squirrel",1
"848","15B","1/6/2023","Gray Squirrel",1
"849","15B","1/8/2023","Gray Squirrel",1
"850","15B","1/8/2023","Gray Squirrel",1
"851","15B","1/9/2023","White-tailed Deer",1
"852","15B","1/9/2023","White-tailed Deer",1
"853","15B","1/10/2023","Gray Squirrel",1
"854","15B","1/10/2023","Gray Squirrel",1
"855","15B","1/10/2023","Gray Squirrel",1
"856","15B","1/11/2023","Gray Squirrel",1
"857","15B","1/12/2023","White-tailed Deer",1
"858","15B","1/12/2023","Unknown",1
"859","15B","1/12/2023","Gray Squirrel",1
"860","15B","1/12/2023","Gray Squirrel",1
"861","15B","1/13/2023","Bobcat",1
"862","15B","1/13/2023","Bobcat",1
"863","15B","1/17/2023","Gray Squirrel",1
"864","15B","1/20/2023","Gray Squirrel",1
"865","15B","1/20/2023","Gray Squirrel",1
"866","15B","1/21/2023","Gray Squirrel",1
"867","15B","1/21/2023","Gray Squirrel",1
"868","15B","1/23/2023","Gray Squirrel",1
"869","15B","1/23/2023","Gray Squirrel",1
"870","15B","1/24/2023","White-tailed Deer",1
"871","15B","1/24/2023","White-tailed Deer",1
"872","15B","1/27/2023","Gray Squirrel",1
"873","15B","1/27/2023","Gray Squirrel",1
"874","18B","12/28/2022","White-tailed Deer",1
"875","18B","12/28/2022","White-tailed Deer",1
"876","18B","12/28/2022","White-tailed Deer",1
"877","18B","12/29/2022","Gray Squirrel",1
"878","18B","12/29/2022","White-tailed Deer",1
"879","18B","12/29/2022","White-tailed Deer",1
"880","18B","1/2/2023","White-tailed Deer",1
"881","18B","1/2/2023","White-tailed Deer",1
"882","18B","1/4/2023","Coyote",1
"883","194B","12/16/2022","White-tailed Deer",1
"884","194B","12/16/2022","White-tailed Deer",1
"885","194B","1/4/2023","Coyote",1
"886","194B","1/7/2023","White-tailed Deer",1
"887","194B","1/7/2023","White-tailed Deer",1
"888","194B","1/7/2023","White-tailed Deer",1
"889","194B","1/7/2023","White-tailed Deer",1
"890","194B","1/7/2023","White-tailed Deer",1
"891","194B","1/9/2023","Unknown",1
"892","194B","1/13/2023","White-tailed Deer",1
"893","194B","1/13/2023","White-tailed Deer",1
"894","194B","1/13/2023","White-tailed Deer",1
"895","194B","1/15/2023","White-tailed Deer",1
"896","194B","1/18/2023","White-tailed Deer",1
"897","194B","1/19/2023","White-tailed Deer",1
"898","194B","1/19/2023","White-tailed Deer",1
"899","194B","1/21/2023","White-tailed Deer",1
"900","194B","1/25/2023","White-tailed Deer",1
"901","194B","1/25/2023","White-tailed Deer",1
"902","195B","12/16/2022","Gray Squirrel",1
"903","195B","12/20/2022","Gray Squirrel",1
"904","195B","12/22/2022","Mouse",1
"905","195B","12/25/2022","Grey Fox",1
"906","195B","12/26/2022","Gray Squirrel",1
"907","195B","12/26/2022","Gray Squirrel",1
"908","195B","12/26/2022","Gray Squirrel",1
"909","195B","12/27/2022","Gray Squirrel",1
"910","195B","1/2/2023","White-tailed Deer",1
"911","195B","1/4/2023","Gray Squirrel",1
"912","195B","1/9/2023","Opossum",1
"913","195B","1/10/2023","White-tailed Deer",1
"914","195B","1/15/2023","Gray Squirrel",1
"915","195B","1/18/2023","Grey Fox",1
"916","195B","1/19/2023","Grey Fox",1
"917","195B","1/22/2023","Gray Squirrel",1
"918","195B","1/23/2023","White-tailed Deer",1
"919","198B","12/25/2022","Gray Squirrel",1
"920","198B","12/28/2022","White-tailed Deer",1
"921","198B","12/30/2022","Bird",1
"922","198B","12/31/2022","Gray Squirrel",1
"923","198B","1/5/2023","Coyote",1
"924","198B","1/7/2023","Gray Squirrel",1
"925","198B","1/9/2023","Gray Squirrel",1
"926","198B","1/10/2023","Gray Squirrel",1
"927","198B","1/12/2023","White-tailed Deer",1
"928","198B","1/13/2023","Gray Squirrel",1
"929","198B","1/17/2023","Gray Squirrel",1
"930","198B","1/18/2023","Bird",1
"931","199B","12/14/2022","Armadillo",1
"932","199B","12/15/2022","White-tailed Deer",1
"933","199B","12/20/2022","Coyote",1
"934","199B","12/20/2022","Armadillo",1
"935","199B","12/24/2022","Grey Fox",1
"936","199B","12/25/2022","Armadillo",1
"937","199B","12/26/2022","White-tailed Deer",1
"938","199B","12/28/2022","White-tailed Deer",1
"939","199B","12/28/2022","White-tailed Deer",1
"940","199B","12/29/2022","Armadillo",1
"941","199B","1/2/2023","Gray Squirrel",1
"942","199B","1/2/2023","Grey Fox",1
"943","199B","1/2/2023","Grey Fox",1
"944","199B","1/3/2023","White-tailed Deer",1
"945","199B","1/4/2023","Armadillo",1
"946","199B","1/6/2023","Armadillo",1
"947","199B","1/6/2023","Armadillo",1
"948","199B","1/6/2023","Armadillo",1
"949","199B","1/7/2023","Grey Fox",1
"950","199B","1/10/2023","Armadillo",1
"951","199B","1/10/2023","Armadillo",1
"952","199B","1/11/2023","Armadillo",1
"953","199B","1/11/2023","Armadillo",1
"954","199B","1/12/2023","Coyote",1
"955","199B","1/13/2023","Bird",1
"956","199B","1/14/2023","White-tailed Deer",1
"957","199B","1/14/2023","Armadillo",1
"958","199B","1/14/2023","Armadillo",1
"959","199B","1/23/2023","White-tailed Deer",1
"960","199B","1/23/2023","White-tailed Deer",1
"961","199B","1/25/2023","Bird",1
"962","1B","12/14/2022","White-tailed Deer",1
"963","1B","12/15/2022","Gray Squirrel",1
"964","1B","12/16/2022","Gray Squirrel",1
"965","1B","12/16/2022","White-tailed Deer",1
"966","1B","12/16/2022","White-tailed Deer",1
"967","1B","12/17/2022","Gray Squirrel",1
"968","1B","12/17/2022","Coyote",1
"969","1B","12/17/2022","Coyote",1
"970","1B","12/18/2022","Gray Squirrel",1
"971","1B","12/19/2022","Gray Squirrel",1
"972","1B","12/20/2022","Gray Squirrel",1
"973","1B","12/20/2022","Armadillo",1
"974","1B","12/26/2022","White-tailed Deer",1
"975","1B","12/28/2022","White-tailed Deer",1
"976","1B","12/28/2022","Raccoon",1
"977","1B","12/29/2022","Gray Squirrel",1
"978","1B","12/29/2022","Gray Squirrel",1
"979","1B","12/30/2022","White-tailed Deer",1
"980","1B","12/31/2022","White-tailed Deer",1
"981","1B","1/1/2023","White-tailed Deer",1
"982","1B","1/1/2023","Coyote",1
"983","1B","1/1/2023","Coyote",1
"984","1B","1/2/2023","White-tailed Deer",1
"985","1B","1/4/2023","White-tailed Deer",1
"986","1B","1/4/2023","White-tailed Deer",1
"987","1B","1/5/2023","Gray Squirrel",1
"988","1B","1/6/2023","Gray Squirrel",1
"989","1B","1/6/2023","Gray Squirrel",1
"990","1B","1/8/2023","Gray Squirrel",1
"991","1B","1/8/2023","Gray Squirrel",1
"992","1B","1/8/2023","Gray Squirrel",1
"993","1B","1/9/2023","White-tailed Deer",1
"994","1B","1/9/2023","White-tailed Deer",1
"995","1B","1/9/2023","Gray Squirrel",1
"996","1B","1/9/2023","Gray Squirrel",1
"997","1B","1/9/2023","Gray Squirrel",1
"998","1B","1/9/2023","Gray Squirrel",1
"999","1B","1/9/2023","Gray Squirrel",1
"1000","1B","1/9/2023","Gray Squirrel",1
"1001","1B","1/11/2023","Gray Squirrel",1
"1002","1B","1/11/2023","Gray Squirrel",1
"1003","1B","1/12/2023","Unknown",1
"1004","1B","1/12/2023","Armadillo",1
"1005","1B","1/13/2023","Coyote",1
"1006","1B","1/13/2023","Gray Squirrel",1
"1007","1B","1/13/2023","White-tailed Deer",1
"1008","1B","1/16/2023","Opossum",1
"1009","1B","1/16/2023","Opossum",1
"1010","1B","1/17/2023","Coyote",1
"1011","1B","1/17/2023","Bird",1
"1012","1B","1/17/2023","Gray Squirrel",1
"1013","1B","1/17/2023","Armadillo",1
"1014","1B","1/17/2023","Coyote",1
"1015","1B","1/17/2023","Coyote",1
"1016","1B","1/17/2023","Coyote",1
"1017","1B","1/18/2023","Coyote",1
"1018","1B","1/18/2023","Coyote",1
"1019","1B","1/18/2023","White-tailed Deer",1
"1020","1B","1/19/2023","White-tailed Deer",1
"1021","1B","1/19/2023","Coyote",1
"1022","1B","1/19/2023","Coyote",1
"1023","1B","1/20/2023","White-tailed Deer",1
"1024","1B","1/20/2023","Coyote",1
"1025","1B","1/20/2023","Coyote",1
"1026","1B","1/20/2023","Coyote",1
"1027","1B","1/20/2023","Coyote",1
"1028","1B","1/20/2023","White-tailed Deer",1
"1029","1B","1/21/2023","White-tailed Deer",1
"1030","1B","1/21/2023","Coyote",1
