Camera.ID,Date,Species,Number,Week,Survey
Grandview2_CL_1_Cam_14,11/8/2022,Armadillo,1,46,2
Grandview2_CL_1_Cam_15,11/8/2022,Raccoon,1,46,2
Grandview2_CL_1_Cam_15,11/8/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_1,11/8/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_1,11/8/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_1,11/8/2022,Opossum,1,46,2
Grandview2_CL_1_Cam_1,11/8/2022,Opossum,1,46,2
Grandview2_CL_1_Cam_2,11/8/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_7,11/8/2022,Opossum,1,46,2
Grandview2_CL_1_Cam_7,11/8/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_8,11/8/2022,Opossum,1,46,2
Grandview2_CL_1_Cam_8,11/8/2022,Cottontail,1,46,2
Grandview2_CL_1_Cam_8,11/8/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/8/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_8,11/8/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_8,11/8/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_8,11/8/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/8/2022,Opossum,1,46,2
Grandview2_CL_1_Cam_8,11/8/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/8/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/8/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/8/2022,Armadillo,1,46,2
Grandview2_CL_1_Cam_9,11/8/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_9,11/8/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_9,11/8/2022,Armadillo,1,46,2
194A,11/9/2022,White-tailed Deer,1,46,2
194A,11/9/2022,White-tailed Deer,1,46,2
202A,11/9/2022,Gray Squirrel,1,46,2
202A,11/9/2022,White-tailed Deer,1,46,2
219A,11/9/2022,Bird,1,46,2
219A,11/9/2022,Gray Squirrel,1,46,2
219A,11/9/2022,White-tailed Deer,1,46,2
219A,11/9/2022,White-tailed Deer,1,46,2
27A,11/9/2022,White-tailed Deer,1,46,2
27A,11/9/2022,White-tailed Deer,1,46,2
64A,11/9/2022,White-tailed Deer,1,46,2
71A,11/9/2022,White-tailed Deer,1,46,2
85A,11/9/2022,Coyote,1,46,2
85A,11/9/2022,White-tailed Deer,1,46,2
8A,11/9/2022,Coyote,1,46,2
8A,11/9/2022,Coyote,1,46,2
8A,11/9/2022,Gray Squirrel,1,46,2
8A,11/9/2022,Gray Squirrel,1,46,2
8A,11/9/2022,Gray Squirrel,1,46,2
30B,11/9/2022,Gray Squirrel,1,46,2
49B,11/9/2022,Gray Squirrel,1,46,2
49B,11/9/2022,Armadillo,1,46,2
67B,11/9/2022,Other,1,46,2
82B,11/9/2022,Gray Squirrel,1,46,2
82B,11/9/2022,Gray Squirrel,1,46,2
82B,11/9/2022,Gray Squirrel,1,46,2
82B,11/9/2022,Gray Squirrel,1,46,2
Grandview2_CL_1_Cam_11,11/9/2022,Unknown,1,46,2
Grandview2_CL_1_Cam_12,11/9/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_13,11/9/2022,Armadillo,1,46,2
Grandview2_CL_1_Cam_14,11/9/2022,Person,1,46,2
Grandview2_CL_1_Cam_14,11/9/2022,Person,1,46,2
Grandview2_CL_1_Cam_15,11/9/2022,Raccoon,1,46,2
Grandview2_CL_1_Cam_15,11/9/2022,Bobcat,1,46,2
Grandview2_CL_1_Cam_15,11/9/2022,Gray Squirrel,1,46,2
Grandview2_CL_1_Cam_15,11/9/2022,Gray Squirrel,1,46,2
Grandview2_CL_1_Cam_15,11/9/2022,Opossum,1,46,2
Grandview2_CL_1_Cam_15,11/9/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_1,11/9/2022,Gray Squirrel,1,46,2
Grandview2_CL_1_Cam_1,11/9/2022,Gray Squirrel,1,46,2
Grandview2_CL_1_Cam_1,11/9/2022,Opossum,1,46,2
Grandview2_CL_1_Cam_1,11/9/2022,Opossum,1,46,2
Grandview2_CL_1_Cam_2,11/9/2022,Raccoon,1,46,2
Grandview2_CL_1_Cam_8,11/9/2022,Raccoon,1,46,2
Grandview2_CL_1_Cam_8,11/9/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/9/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_8,11/9/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/9/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/9/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/9/2022,Armadillo,1,46,2
Grandview2_CL_1_Cam_8,11/9/2022,Rat,1,46,2
Grandview2_CL_1_Cam_9,11/9/2022,Armadillo,1,46,2
Grandview2_CL_1_Cam_9,11/9/2022,Bird,1,46,2
15A,11/10/2022,Gray Squirrel,1,46,2
15A,11/10/2022,Coyote,1,46,2
194A,11/10/2022,White-tailed Deer,1,46,2
194A,11/10/2022,White-tailed Deer,1,46,2
195A,11/10/2022,Bird,1,46,2
198A,11/10/2022,White-tailed Deer,1,46,2
1A,11/10/2022,White-tailed Deer,1,46,2
202A,11/10/2022,White-tailed Deer,1,46,2
202A,11/10/2022,White-tailed Deer,1,46,2
204A,11/10/2022,White-tailed Deer,1,46,2
204A,11/10/2022,White-tailed Deer,1,46,2
209A,11/10/2022,Grey Fox,1,46,2
210A,11/10/2022,White-tailed Deer,1,46,2
219A,11/10/2022,White-tailed Deer,1,46,2
219A,11/10/2022,White-tailed Deer,1,46,2
219A,11/10/2022,Gray Squirrel,1,46,2
27A,11/10/2022,Gray Squirrel,1,46,2
27A,11/10/2022,White-tailed Deer,1,46,2
39A,11/10/2022,Gray Squirrel,1,46,2
64A,11/10/2022,Gray Squirrel,1,46,2
64A,11/10/2022,Gray Squirrel,1,46,2
64A,11/10/2022,Gray Squirrel,1,46,2
71A,11/10/2022,White-tailed Deer,1,46,2
85A,11/10/2022,White-tailed Deer,1,46,2
85A,11/10/2022,Raccoon,1,46,2
8A,11/10/2022,White-tailed Deer,1,46,2
8A,11/10/2022,White-tailed Deer,1,46,2
21B,11/10/2022,White-tailed Deer,1,46,2
30B,11/10/2022,Gray Squirrel,1,46,2
30B,11/10/2022,White-tailed Deer,1,46,2
34D,11/10/2022,Armadillo,1,46,2
34D,11/10/2022,Gray Squirrel,1,46,2
49B,11/10/2022,White-tailed Deer,1,46,2
49B,11/10/2022,White-tailed Deer,1,46,2
67B,11/10/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_12,11/10/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_12,11/10/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_13,11/10/2022,Opossum,1,46,2
Grandview2_CL_1_Cam_13,11/10/2022,Raccoon,1,46,2
Grandview2_CL_1_Cam_13,11/10/2022,Raccoon,1,46,2
Grandview2_CL_1_Cam_13,11/10/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_14,11/10/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_14,11/10/2022,Bobcat,1,46,2
Grandview2_CL_1_Cam_14,11/10/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_14,11/10/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_14,11/10/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_15,11/10/2022,Mouse,1,46,2
Grandview2_CL_1_Cam_1,11/10/2022,Gray Squirrel,1,46,2
Grandview2_CL_1_Cam_1,11/10/2022,Gray Squirrel,1,46,2
Grandview2_CL_1_Cam_3,11/10/2022,Bird,1,46,2
Grandview2_CL_1_Cam_4,11/10/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_4,11/10/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_4,11/10/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_4,11/10/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_4,11/10/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_4,11/10/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_4,11/10/2022,Bobcat,1,46,2
Grandview2_CL_1_Cam_4,11/10/2022,Raccoon,1,46,2
Grandview2_CL_1_Cam_4,11/10/2022,Armadillo,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Armadillo,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Raccoon,1,46,2
Grandview2_CL_1_Cam_8,11/10/2022,Armadillo,1,46,2
Grandview2_CL_1_Cam_9,11/10/2022,Opossum,1,46,2
15A,11/11/2022,Gray Squirrel,1,46,2
15A,11/11/2022,Gray Squirrel,1,46,2
198A,11/11/2022,White-tailed Deer,1,46,2
198A,11/11/2022,Bird,5,46,2
206A,11/11/2022,Armadillo,1,46,2
20A,11/11/2022,White-tailed Deer,1,46,2
20A,11/11/2022,Coyote,1,46,2
219A,11/11/2022,White-tailed Deer,1,46,2
219A,11/11/2022,White-tailed Deer,1,46,2
53A,11/11/2022,Dog,1,46,2
85A,11/11/2022,White-tailed Deer,1,46,2
85A,11/11/2022,Unknown,1,46,2
85A,11/11/2022,Gray Squirrel,1,46,2
85A,11/11/2022,Raccoon,1,46,2
8A,11/11/2022,Armadillo,1,46,2
8A,11/11/2022,Wild Hog,1,46,2
92A,11/11/2022,Bird,3,46,2
30B,11/11/2022,Gray Squirrel,1,46,2
49B,11/11/2022,White-tailed Deer,1,46,2
73B,11/11/2022,Gray Squirrel,1,46,2
73B,11/11/2022,Gray Squirrel,1,46,2
Grandview2_CL_1_Cam_10,11/11/2022,Raccoon,1,46,2
Grandview2_CL_1_Cam_12,11/11/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_14,11/11/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_14,11/11/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_14,11/11/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_15,11/11/2022,Coyote,1,46,2
Grandview2_CL_1_Cam_15,11/11/2022,Mouse,1,46,2
Grandview2_CL_1_Cam_15,11/11/2022,Bird,1,46,2
Grandview2_CL_1_Cam_15,11/11/2022,Mouse,1,46,2
Grandview2_CL_1_Cam_1,11/11/2022,Coyote,1,46,2
Grandview2_CL_1_Cam_1,11/11/2022,Coyote,1,46,2
Grandview2_CL_1_Cam_1,11/11/2022,Armadillo,1,46,2
Grandview2_CL_1_Cam_2,11/11/2022,Cottontail,1,46,2
Grandview2_CL_1_Cam_3,11/11/2022,Opossum,1,46,2
Grandview2_CL_1_Cam_3,11/11/2022,Bird,1,46,2
Grandview2_CL_1_Cam_4,11/11/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_7,11/11/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_7,11/11/2022,Raccoon,1,46,2
Grandview2_CL_1_Cam_8,11/11/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/11/2022,Cottontail,1,46,2
Grandview2_CL_1_Cam_8,11/11/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/11/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/11/2022,Cottontail,1,46,2
Grandview2_CL_1_Cam_8,11/11/2022,Unknown,1,46,2
Grandview2_CL_1_Cam_8,11/11/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/11/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/11/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/11/2022,Rat,1,46,2
15A,11/12/2022,Person,1,46,2
199A,11/12/2022,White-tailed Deer,1,46,2
202A,11/12/2022,White-tailed Deer,1,46,2
202A,11/12/2022,White-tailed Deer,1,46,2
204A,11/12/2022,White-tailed Deer,1,46,2
209A,11/12/2022,Grey Fox,1,46,2
27A,11/12/2022,White-tailed Deer,1,46,2
85A,11/12/2022,White-tailed Deer,1,46,2
88A,11/12/2022,Gray Squirrel,1,46,2
92A,11/12/2022,Grey Fox,1,46,2
21B,11/12/2022,White-tailed Deer,1,46,2
30B,11/12/2022,Gray Squirrel,1,46,2
34D,11/12/2022,White-tailed Deer,1,46,2
36B,11/12/2022,Person,1,46,2
36B,11/12/2022,Person,1,46,2
45B,11/12/2022,White-tailed Deer,1,46,2
49B,11/12/2022,White-tailed Deer,1,46,2
49B,11/12/2022,White-tailed Deer,1,46,2
49B,11/12/2022,White-tailed Deer,1,46,2
49B,11/12/2022,White-tailed Deer,1,46,2
49B,11/12/2022,White-tailed Deer,1,46,2
74B,11/12/2022,White-tailed Deer,1,46,2
82B,11/12/2022,White-tailed Deer,1,46,2
82B,11/12/2022,Gray Squirrel,1,46,2
Grandview2_CL_1_Cam_11,11/12/2022,Raccoon,1,46,2
Grandview2_CL_1_Cam_12,11/12/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_12,11/12/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_12,11/12/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_13,11/12/2022,Unknown,1,46,2
Grandview2_CL_1_Cam_13,11/12/2022,Raccoon,1,46,2
Grandview2_CL_1_Cam_13,11/12/2022,Raccoon,1,46,2
Grandview2_CL_1_Cam_13,11/12/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_14,11/12/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_14,11/12/2022,Coyote,1,46,2
Grandview2_CL_1_Cam_14,11/12/2022,White-tailed Deer,1,46,2
Grandview2_CL_1_Cam_15,11/12/2022,Gray Squirrel,1,46,2
Grandview2_CL_1_Cam_1,11/12/2022,White-tailed Deer,2,46,2
Grandview2_CL_1_Cam_1,11/12/2022,Raccoon,1,46,2
Grandview2_CL_1_Cam_2,11/12/2022,Raccoon,1,46,2
Grandview2_CL_1_Cam_4,11/12/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_4,11/12/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_4,11/12/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_4,11/12/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_4,11/12/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_4,11/12/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_4,11/12/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_4,11/12/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_4,11/12/2022,Fox Squirrel,1,46,2
Grandview2_CL_1_Cam_7,11/12/2022,Bird,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Opossum,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Mouse,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Opossum,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Opossum,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Opossum,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Opossum,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Rat,1,46,2
Grandview2_CL_1_Cam_8,11/12/2022,Rat,1,46,2
1A,11/13/2022,Gray Squirrel,1,47,3
209A,11/13/2022,White-tailed Deer,1,47,3
209A,11/13/2022,White-tailed Deer,1,47,3
209A,11/13/2022,White-tailed Deer,1,47,3
219A,11/13/2022,Coyote,1,47,3
219A,11/13/2022,White-tailed Deer,1,47,3
27A,11/13/2022,White-tailed Deer,1,47,3
71A,11/13/2022,Gray Squirrel,1,47,3
85A,11/13/2022,Raccoon,1,47,3
85A,11/13/2022,Raccoon,1,47,3
85A,11/13/2022,Raccoon,1,47,3
85A,11/13/2022,White-tailed Deer,1,47,3
85A,11/13/2022,Raccoon,1,47,3
92A,11/13/2022,Grey Fox,1,47,3
21B,11/13/2022,Gray Squirrel,1,47,3
30B,11/13/2022,Coyote,1,47,3
30B,11/13/2022,Gray Squirrel,1,47,3
30B,11/13/2022,Gray Squirrel,1,47,3
34D,11/13/2022,Gray Squirrel,1,47,3
49B,11/13/2022,White-tailed Deer,1,47,3
49B,11/13/2022,White-tailed Deer,1,47,3
67B,11/13/2022,White-tailed Deer,1,47,3
67B,11/13/2022,White-tailed Deer,1,47,3
73B,11/13/2022,Armadillo,1,47,3
82B,11/13/2022,Gray Squirrel,1,47,3
Grandview2_CL_1_Cam_10,11/13/2022,Bobcat,1,47,3
Grandview2_CL_1_Cam_10,11/13/2022,Raccoon,1,47,3
Grandview2_CL_1_Cam_10,11/13/2022,Mouse,1,47,3
Grandview2_CL_1_Cam_12,11/13/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_12,11/13/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_13,11/13/2022,Raccoon,1,47,3
Grandview2_CL_1_Cam_13,11/13/2022,Opossum,1,47,3
Grandview2_CL_1_Cam_13,11/13/2022,Spotted Skunk,1,47,3
Grandview2_CL_1_Cam_13,11/13/2022,Striped Skunk,1,47,3
Grandview2_CL_1_Cam_14,11/13/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_1,11/13/2022,Coyote,1,47,3
Grandview2_CL_1_Cam_3,11/13/2022,Opossum,1,47,3
Grandview2_CL_1_Cam_3,11/13/2022,Bird,1,47,3
Grandview2_CL_1_Cam_7,11/13/2022,Bird,1,47,3
Grandview2_CL_1_Cam_8,11/13/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/13/2022,Cottontail,1,47,3
Grandview2_CL_1_Cam_8,11/13/2022,Fox Squirrel,1,47,3
Grandview2_CL_1_Cam_8,11/13/2022,Fox Squirrel,1,47,3
Grandview2_CL_1_Cam_8,11/13/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/13/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/13/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/13/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/13/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/13/2022,Rat,1,47,3
15A,11/14/2022,White-tailed Deer,1,47,3
209A,11/14/2022,Gray Squirrel,1,47,3
20A,11/14/2022,White-tailed Deer,1,47,3
27A,11/14/2022,Gray Squirrel,1,47,3
64A,11/14/2022,Gray Squirrel,1,47,3
71A,11/14/2022,Grey Fox,1,47,3
71A,11/14/2022,White-tailed Deer,1,47,3
85A,11/14/2022,Gray Squirrel,1,47,3
85A,11/14/2022,Raccoon,1,47,3
21B,11/14/2022,Gray Squirrel,1,47,3
34D,11/14/2022,White-tailed Deer,1,47,3
34D,11/14/2022,Gray Squirrel,1,47,3
34D,11/14/2022,White-tailed Deer,1,47,3
45B,11/14/2022,White-tailed Deer,1,47,3
45B,11/14/2022,White-tailed Deer,1,47,3
67B,11/14/2022,White-tailed Deer,1,47,3
73B,11/14/2022,Bird,1,47,3
82B,11/14/2022,White-tailed Deer,1,47,3
82B,11/14/2022,Gray Squirrel,1,47,3
Grandview2_CL_1_Cam_12,11/14/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_12,11/14/2022,Raccoon,1,47,3
Grandview2_CL_1_Cam_12,11/14/2022,Raccoon,1,47,3
Grandview2_CL_1_Cam_14,11/14/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_14,11/14/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_1,11/14/2022,Coyote,1,47,3
Grandview2_CL_1_Cam_2,11/14/2022,Armadillo,1,47,3
Grandview2_CL_1_Cam_3,11/14/2022,Opossum,1,47,3
Grandview2_CL_1_Cam_3,11/14/2022,Raccoon,1,47,3
Grandview2_CL_1_Cam_3,11/14/2022,Raccoon,1,47,3
Grandview2_CL_1_Cam_4,11/14/2022,Raccoon,1,47,3
Grandview2_CL_1_Cam_7,11/14/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_7,11/14/2022,Bird,1,47,3
Grandview2_CL_1_Cam_8,11/14/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/14/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/14/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/14/2022,Bird,1,47,3
Grandview2_CL_1_Cam_8,11/14/2022,Bird,1,47,3
Grandview2_CL_1_Cam_8,11/14/2022,Cottontail,1,47,3
Grandview2_CL_1_Cam_8,11/14/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/14/2022,Opossum,1,47,3
Grandview2_CL_1_Cam_8,11/14/2022,Opossum,1,47,3
Grandview2_CL_1_Cam_8,11/14/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/14/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/14/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/14/2022,Rat,1,47,3
Grandview2_CL_1_Cam_9,11/14/2022,Bird,1,47,3
Grandview2_CL_1_Cam_9,11/14/2022,Bird,1,47,3
198A,11/15/2022,White-tailed Deer,1,47,3
198A,11/15/2022,White-tailed Deer,1,47,3
1A,11/15/2022,Gray Squirrel,1,47,3
1A,11/15/2022,Armadillo,1,47,3
20A,11/15/2022,White-tailed Deer,1,47,3
20A,11/15/2022,White-tailed Deer,1,47,3
20A,11/15/2022,White-tailed Deer,1,47,3
20A,11/15/2022,Bird,8,47,3
219A,11/15/2022,White-tailed Deer,1,47,3
219A,11/15/2022,White-tailed Deer,1,47,3
227A,11/15/2022,White-tailed Deer,1,47,3
27A,11/15/2022,White-tailed Deer,1,47,3
5A,11/15/2022,Gray Squirrel,1,47,3
85A,11/15/2022,Raccoon,1,47,3
8A,11/15/2022,White-tailed Deer,1,47,3
21B,11/15/2022,Gray Squirrel,1,47,3
30B,11/15/2022,Gray Squirrel,1,47,3
30B,11/15/2022,White-tailed Deer,1,47,3
30B,11/15/2022,White-tailed Deer,1,47,3
30B,11/15/2022,White-tailed Deer,1,47,3
30B,11/15/2022,White-tailed Deer,1,47,3
30B,11/15/2022,Gray Squirrel,1,47,3
34D,11/15/2022,Gray Squirrel,1,47,3
49B,11/15/2022,White-tailed Deer,1,47,3
49B,11/15/2022,Gray Squirrel,1,47,3
67B,11/15/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_10,11/15/2022,White-tailed Deer,2,47,3
Grandview2_CL_1_Cam_12,11/15/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_12,11/15/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_12,11/15/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_12,11/15/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_12,11/15/2022,Raccoon,1,47,3
Grandview2_CL_1_Cam_13,11/15/2022,Cottontail,1,47,3
Grandview2_CL_1_Cam_13,11/15/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_14,11/15/2022,Fox Squirrel,1,47,3
Grandview2_CL_1_Cam_14,11/15/2022,Raccoon,1,47,3
Grandview2_CL_1_Cam_15,11/15/2022,Mouse,1,47,3
Grandview2_CL_1_Cam_15,11/15/2022,Mouse,1,47,3
Grandview2_CL_1_Cam_15,11/15/2022,Mouse,1,47,3
Grandview2_CL_1_Cam_15,11/15/2022,Mouse,1,47,3
Grandview2_CL_1_Cam_15,11/15/2022,Mouse,1,47,3
Grandview2_CL_1_Cam_15,11/15/2022,Mouse,1,47,3
Grandview2_CL_1_Cam_15,11/15/2022,Mouse,1,47,3
Grandview2_CL_1_Cam_15,11/15/2022,Mouse,1,47,3
Grandview2_CL_1_Cam_15,11/15/2022,Mouse,1,47,3
Grandview2_CL_1_Cam_1,11/15/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_2,11/15/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_2,11/15/2022,White-tailed Deer,1,47,3
Grandview2_CL_1_Cam_3,11/15/2022,Bobcat,1,47,3
Grandview2_CL_1_Cam_4,11/15/2022,Mouse,1,47,3
Grandview2_CL_1_Cam_7,11/15/2022,Striped Skunk,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Raccoon,2,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Fox Squirrel,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Fox Squirrel,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Rat,1,47,3
Grandview2_CL_1_Cam_8,11/15/2022,Rat,1,47,3
15A,11/16/2022,Gray Squirrel,1,47,3
194A,11/16/2022,Gray Squirrel,1,47,3
194A,11/16/2022,Gray Squirrel,1,47,3
195A,11/16/2022,Gray Squirrel,1,47,3
198A,11/16/2022,White-tailed Deer,1,47,3
198A,11/16/2022,White-tailed Deer,1,47,3
1A,11/16/2022,Raccoon,1,47,3
209A,11/16/2022,Raccoon,1,47,3
209A,11/16/2022,Gray Squirrel,1,47,3
20A,11/16/2022,Bird,3,47,3
20A,11/16/2022,Bird,6,47,3
20A,11/16/2022,Bird,1,47,3
20A,11/16/2022,Bird,1,47,3
20A,11/16/2022,Grey Fox,1,47,3
20A,11/16/2022,Bird,1,47,3
20A,11/16/2022,Bird,1,47,3
210A,11/16/2022,White-tailed Deer,1,47,3
